TransactionID,isFraud,TransactionDT,TransactionAmt,ProductCD,card1,card2,card3,card4,card5,card6,addr1,addr2,dist1,dist2,P_emaildomain,R_emaildomain,M1,M2,M3,M4,M5,M6,M7,M8,M9
3017676,0,766456,51.95,W,15186,480.0,150.0,mastercard,224.0,debit,299.0,87.0,35.0,,gmail.com,,T,T,T,,,T,F,F,T
3017677,0,766460,26.95,W,4387,276.0,150.0,visa,226.0,debit,191.0,87.0,14.0,,,,T,T,T,,,T,F,F,T
3017678,0,766500,57.0,W,12839,321.0,150.0,visa,226.0,debit,310.0,87.0,374.0,,gmail.com,,T,T,T,M0,F,F,F,F,F
3017679,0,766506,120.0,W,12695,490.0,150.0,visa,226.0,debit,325.0,87.0,,,aol.com,,,,,M0,T,T,,,
3017680,0,766506,50.0,R,6019,583.0,150.0,visa,226.0,credit,327.0,87.0,,,mac.com,mac.com,,,,,,,,,
3017681,0,766511,41.0,W,2772,512.0,150.0,visa,226.0,debit,191.0,87.0,,,icloud.com,,,,,M0,F,T,,,
3017682,0,766521,50.0,H,7585,553.0,150.0,visa,226.0,credit,299.0,87.0,,,yahoo.com,,,,,,,,,,
3017683,0,766549,213.0,W,9500,321.0,150.0,visa,226.0,debit,272.0,87.0,,,outlook.com,,,,,M1,F,F,,,
3017684,0,766552,49.0,W,1713,555.0,150.0,visa,226.0,debit,126.0,87.0,,,comcast.net,,,,,M0,F,T,,,
3017685,0,766576,77.0,W,7744,417.0,150.0,visa,226.0,debit,308.0,87.0,22.0,,,,T,T,T,M0,F,T,F,F,T
3017686,0,766599,30.0,W,7919,194.0,150.0,mastercard,202.0,debit,225.0,87.0,,,gmail.com,,,,,M0,F,F,,,
3017687,0,766613,59.0,W,8320,476.0,150.0,visa,166.0,debit,444.0,87.0,86.0,,gmail.com,,T,T,F,M1,F,F,,,
3017688,0,766615,30.0,W,2377,203.0,150.0,visa,166.0,debit,494.0,87.0,4.0,,gmail.com,,T,T,T,,,T,,,
3017689,1,766628,76.023,C,12616,490.0,150.0,visa,,credit,,,,10.0,anonymous.com,anonymous.com,,,,M0,,,,,
3017690,0,766640,25.0,H,15487,100.0,150.0,visa,166.0,debit,299.0,87.0,,,gmail.com,,,,,,,,,,
3017691,0,766661,300.0,R,2249,343.0,150.0,visa,195.0,credit,310.0,87.0,,4.0,yahoo.com,yahoo.com,,,,,,,,,
3017692,0,766664,50.0,H,1324,555.0,150.0,visa,226.0,debit,181.0,87.0,,,yahoo.com,,,,,,,,,,
3017693,0,766668,75.0,W,14357,555.0,150.0,visa,226.0,debit,191.0,87.0,,,,,,,,M0,T,T,,,
3017694,0,766669,891.95,W,15066,170.0,150.0,mastercard,102.0,credit,299.0,87.0,7.0,,anonymous.com,,T,T,T,,,F,F,F,T
3017695,0,766680,300.0,W,6977,555.0,150.0,visa,226.0,debit,327.0,87.0,,,yahoo.com,,,,,,,T,,,
3017696,0,766721,150.0,R,16075,514.0,150.0,mastercard,102.0,credit,343.0,87.0,,,gmail.com,anonymous.com,,,,,,,,,
3017697,0,766724,63.95,W,1030,157.0,150.0,visa,226.0,debit,205.0,87.0,1.0,,yahoo.com,,T,T,F,,,T,T,T,T
3017698,0,766732,100.0,H,2803,100.0,150.0,visa,226.0,debit,512.0,87.0,,,gmail.com,,,,,,,,,,
3017699,0,766738,117.0,W,17249,543.0,150.0,mastercard,224.0,debit,441.0,87.0,422.0,,gmail.com,,T,T,T,M0,F,T,F,F,F
3017700,0,766742,82.95,W,12544,321.0,150.0,visa,226.0,debit,337.0,87.0,15.0,,gmail.com,,T,T,T,,,T,,,
3017701,0,766743,60.0,W,7815,161.0,150.0,mastercard,117.0,debit,123.0,87.0,0.0,,anonymous.com,,T,T,F,M0,T,T,T,T,T
3017702,0,766744,140.5,W,5738,268.0,150.0,visa,166.0,debit,476.0,87.0,,,gmail.com,,,,,M0,T,T,,,
3017703,0,766746,864.64,W,11518,479.0,150.0,visa,195.0,debit,143.0,87.0,,,,,,,,,,F,,,
3017704,0,766748,50.0,R,6019,583.0,150.0,visa,226.0,credit,251.0,87.0,,91.0,gmail.com,gmail.com,,,,,,,,,
3017705,0,766755,31.249,C,13832,375.0,185.0,mastercard,224.0,debit,,,,,gmail.com,gmail.com,,,,M2,,,,,
3017706,0,766766,85.0,H,2695,215.0,150.0,visa,226.0,credit,498.0,87.0,,,yahoo.com,,,,,,,,,,
3017707,1,766770,50.0,H,12544,321.0,150.0,visa,226.0,debit,225.0,87.0,,,outlook.com,outlook.com,,,,,,,,,
3017708,0,766796,77.95,W,12839,321.0,150.0,visa,226.0,debit,264.0,87.0,,,yahoo.com,,,,,,,F,,,
3017709,0,766817,25.0,H,17188,321.0,150.0,visa,226.0,debit,299.0,87.0,,,gmail.com,gmail.com,,,,,,,,,
3017710,0,766830,100.0,H,7676,512.0,150.0,visa,226.0,debit,194.0,87.0,,,gmail.com,,,,,,,,,,
3017711,0,766839,171.0,W,2689,111.0,150.0,visa,166.0,debit,220.0,87.0,4.0,,gmail.com,,T,T,T,M0,T,F,,,
3017712,0,766850,54.336,C,5812,408.0,185.0,mastercard,224.0,debit,,,,,gmail.com,gmail.com,,,,M2,,,,,
3017713,0,766852,112.0,W,6069,555.0,150.0,visa,226.0,debit,231.0,87.0,1.0,,yahoo.com,,T,T,T,M1,F,T,F,T,T
3017714,0,766865,75.0,W,9992,455.0,150.0,mastercard,166.0,debit,123.0,87.0,,,gmail.com,,,,,M0,T,T,,,
3017715,0,766873,100.0,W,16485,174.0,150.0,visa,226.0,debit,330.0,87.0,5.0,,gmail.com,,T,F,F,,,F,F,F,T
3017716,0,766876,100.0,H,4577,583.0,150.0,mastercard,219.0,credit,315.0,87.0,,,hotmail.com,,,,,,,,,,
3017717,0,766881,100.0,R,15683,520.0,150.0,american express,190.0,credit,126.0,87.0,,,anonymous.com,anonymous.com,,,,,,,,,
3017718,0,766893,141.0,W,12695,490.0,150.0,visa,226.0,debit,325.0,87.0,2.0,,aol.com,,T,T,F,M0,T,T,,,
3017719,0,766909,71.476,C,4504,500.0,185.0,mastercard,219.0,credit,,,,,hotmail.com,hotmail.com,,,,M2,,,,,
3017720,0,766920,306.0,W,9500,321.0,150.0,visa,226.0,debit,204.0,87.0,4.0,,yahoo.com,,T,T,T,M0,F,T,F,T,T
3017721,0,766927,150.0,R,14349,170.0,150.0,mastercard,195.0,credit,226.0,87.0,,,anonymous.com,anonymous.com,,,,,,,,,
3017722,0,766935,59.0,W,15497,490.0,150.0,visa,226.0,debit,299.0,87.0,0.0,,yahoo.com,,T,T,T,M0,F,T,F,T,T
3017723,0,766949,59.0,W,2803,100.0,150.0,visa,226.0,debit,337.0,87.0,,,gmail.com,,,,,M1,F,F,,,
3017726,1,766954,50.0,H,9043,170.0,150.0,visa,195.0,credit,299.0,87.0,,,outlook.com,outlook.com,,,,,,,,,
3017724,0,766954,39.0,W,1675,174.0,150.0,visa,226.0,debit,330.0,87.0,9.0,,gmail.com,,T,T,T,M0,T,F,F,F,T
3017725,0,766954,30.95,W,3612,420.0,150.0,mastercard,224.0,debit,177.0,87.0,19.0,,yahoo.com,,T,T,T,,,F,F,F,T
3017727,0,766957,20.0,W,9500,321.0,150.0,visa,226.0,debit,272.0,87.0,,,gmail.com,,,,,,,F,,,
3017728,0,767040,48.95,W,5772,298.0,150.0,visa,226.0,debit,184.0,87.0,11.0,,,,T,T,T,,,F,F,F,T
3017729,0,767062,117.0,W,16706,508.0,150.0,visa,226.0,debit,441.0,87.0,7.0,,yahoo.com,,T,T,T,M0,F,F,F,F,T
3017730,0,767076,100.0,W,13230,555.0,150.0,visa,226.0,debit,170.0,87.0,,,hotmail.com,,,,,M0,T,T,,,
3017731,0,767083,59.0,W,5286,,150.0,visa,,credit,264.0,87.0,0.0,,gmail.com,,T,T,T,M0,F,T,,,
3017733,0,767109,92.0,W,9992,455.0,150.0,mastercard,166.0,debit,123.0,87.0,46.0,,gmail.com,,T,T,T,M0,T,T,F,F,T
3017732,0,767109,165.0,W,10750,382.0,150.0,visa,226.0,debit,204.0,87.0,,,aol.com,,,,,M1,F,T,,,
3017735,0,767113,125.0,S,13687,478.0,150.0,visa,195.0,credit,337.0,87.0,,,,anonymous.com,,,,,,,,,
3017734,0,767113,87.95,W,18132,567.0,150.0,mastercard,117.0,debit,191.0,87.0,,,yahoo.com,,,,,,,T,,,
3017736,0,767121,1337.45,W,13844,583.0,150.0,visa,226.0,credit,299.0,87.0,8.0,,yahoo.com,,T,T,F,,,F,F,T,T
3017737,0,767123,39.0,W,7241,555.0,150.0,visa,226.0,debit,251.0,87.0,,,,,,,,M0,T,T,,,
3017738,0,767130,141.0,W,4208,490.0,150.0,visa,195.0,debit,325.0,87.0,2.0,,aol.com,,T,T,T,M0,T,F,,,
3017739,0,767149,100.0,R,7892,583.0,150.0,visa,226.0,credit,181.0,87.0,,2.0,gmail.com,gmail.com,,,,,,,,,
3017740,0,767152,72.0,S,6054,327.0,150.0,discover,223.0,credit,181.0,87.0,,,,yahoo.com,,,,,,,,,
3017741,1,767163,50.0,H,17009,111.0,150.0,visa,195.0,debit,441.0,87.0,,,outlook.com,outlook.com,,,,,,,,,
3017742,0,767163,20.0,W,2581,199.0,150.0,mastercard,202.0,debit,325.0,87.0,,,gmail.com,,,,,M0,T,F,,,
3017743,0,767172,117.0,W,3055,474.0,150.0,mastercard,224.0,debit,441.0,87.0,7.0,,yahoo.com,,T,T,T,M0,F,F,F,F,T
3017744,0,767206,70.0,W,17995,555.0,150.0,visa,226.0,debit,204.0,87.0,,,yahoo.com,,,,,M0,T,T,,,
3017745,1,767222,87.0,W,15066,170.0,150.0,mastercard,102.0,credit,472.0,87.0,319.0,,gmail.com,,T,T,T,M0,F,F,,,
3017746,0,767227,75.0,W,6432,397.0,150.0,visa,226.0,debit,264.0,87.0,38.0,,gmail.com,,T,T,T,,,F,F,F,T
3017747,0,767234,29.0,W,1444,490.0,150.0,visa,166.0,debit,325.0,87.0,1507.0,,,,T,F,F,M1,T,T,,,
3017748,0,767251,59.0,W,2997,555.0,150.0,visa,226.0,debit,264.0,87.0,0.0,,gmail.com,,T,T,T,M0,T,T,T,T,T
3017749,0,767253,25.419,C,13335,176.0,185.0,mastercard,102.0,credit,,,,,hotmail.com,hotmail.com,,,,M2,,,,,
3017750,0,767260,49.0,W,7835,361.0,150.0,visa,226.0,debit,472.0,87.0,1.0,,yahoo.com,,T,T,T,M0,T,F,,,
3017751,0,767265,24.486,C,9633,296.0,185.0,visa,138.0,debit,216.0,60.0,,127.0,hotmail.com,hotmail.com,,,,M2,,,,,
3017752,0,767267,60.0,W,15300,167.0,150.0,visa,226.0,debit,485.0,87.0,,,gmail.com,,,,,,,F,,,
3017753,0,767286,269.95,W,1342,514.0,150.0,mastercard,224.0,debit,126.0,87.0,,,gmail.com,,,,,,,F,,,
3017754,0,767296,59.0,W,18335,555.0,150.0,visa,226.0,debit,485.0,87.0,151.0,,aol.com,,T,F,F,M0,F,F,F,F,F
3017755,0,767304,707.95,W,6457,321.0,150.0,visa,195.0,debit,441.0,87.0,,,anonymous.com,,,,,,,T,,,
3017756,0,767307,380.55,W,8908,583.0,150.0,visa,226.0,credit,315.0,87.0,,,yahoo.com,,,,,M0,F,T,,,
3017757,0,767320,80.0,W,9680,111.0,150.0,visa,226.0,debit,436.0,87.0,,,gmail.com,,,,,,,F,,,
3017758,0,767368,50.0,W,15111,310.0,150.0,mastercard,224.0,debit,272.0,87.0,,,windstream.net,,,,,M1,T,F,,,
3017759,0,767370,107.95,W,13534,105.0,150.0,visa,226.0,debit,512.0,87.0,2.0,,,,T,T,F,,,,F,F,T
3017760,0,767396,1337.45,W,13844,583.0,150.0,visa,226.0,credit,299.0,87.0,8.0,,yahoo.com,,T,T,F,,,F,F,T,T
3017761,0,767403,59.0,W,1767,543.0,150.0,mastercard,224.0,debit,264.0,87.0,,,gmail.com,,,,,M0,F,T,,,
3017762,0,767406,29.0,W,2581,199.0,150.0,mastercard,202.0,debit,325.0,87.0,2.0,,gmail.com,,T,T,T,M0,T,F,,,
3017763,0,767407,13.817,C,13832,375.0,185.0,mastercard,224.0,debit,,,,,hotmail.com,hotmail.com,,,,M2,,,,,
3017764,0,767414,1863.77,W,1741,517.0,150.0,mastercard,224.0,debit,264.0,87.0,20.0,,hotmail.com,,T,T,T,,,T,F,F,T
3017765,0,767423,75.0,S,16659,170.0,150.0,visa,226.0,credit,441.0,87.0,,,,gmail.com,,,,,,,,,
3017766,0,767426,30.0,W,7919,194.0,150.0,mastercard,202.0,debit,325.0,87.0,,,anonymous.com,,,,,M0,T,F,,,
3017767,0,767426,49.555,C,13832,375.0,185.0,mastercard,224.0,debit,465.0,60.0,,7.0,gmail.com,gmail.com,,,,M0,,,,,
3017768,0,767428,117.0,W,9992,455.0,150.0,mastercard,166.0,debit,485.0,87.0,173.0,,hotmail.com,,T,T,T,M0,F,,,,
3017769,0,767441,186.0,W,12695,490.0,150.0,visa,226.0,debit,325.0,87.0,443.0,,gmail.com,,T,F,F,M0,T,T,F,F,F
3017770,0,767442,226.0,W,11204,298.0,150.0,visa,226.0,debit,272.0,87.0,0.0,,yahoo.com,,T,T,F,M0,T,T,,,
3017771,0,767446,210.95,W,7585,553.0,150.0,visa,226.0,credit,126.0,87.0,19.0,,ymail.com,,T,T,T,,,F,F,F,T
3017772,0,767450,47.95,W,17307,225.0,150.0,mastercard,224.0,debit,264.0,87.0,,,,,,,,,,T,,,
3017773,0,767489,107.95,W,9500,321.0,150.0,visa,226.0,debit,204.0,87.0,,,gmail.com,,,,,,,F,,,
3017774,0,767523,25.0,H,7653,216.0,150.0,visa,226.0,credit,325.0,87.0,,,optonline.net,optonline.net,,,,,,,,,
3017775,0,767525,13.817,C,15885,545.0,185.0,visa,138.0,debit,,,,,hotmail.com,hotmail.com,,,,M2,,,,,
3017776,0,767527,354.69,W,12583,404.0,150.0,mastercard,102.0,credit,126.0,87.0,9.0,,gmail.com,,T,T,T,,,,F,F,T
3017777,0,767535,209.95,W,6019,583.0,150.0,visa,226.0,credit,325.0,87.0,1.0,,gmail.com,,T,T,T,,,T,F,T,T
3017778,0,767557,35.95,W,7861,494.0,150.0,visa,226.0,credit,264.0,87.0,13.0,,gmail.com,,T,T,T,,,F,F,T,T
3017779,0,767569,30.0,H,14654,555.0,150.0,visa,226.0,credit,330.0,87.0,,,comcast.net,gmail.com,,,,,,,,,
3017780,0,767575,125.0,R,1503,399.0,150.0,american express,185.0,credit,126.0,87.0,,,optonline.net,gmail.com,,,,,,,,,
3017781,1,767576,50.0,H,9043,170.0,150.0,visa,195.0,credit,315.0,87.0,,,outlook.com,outlook.com,,,,,,,,,
3017782,0,767603,40.0,W,13780,298.0,150.0,visa,226.0,debit,441.0,87.0,,,aol.com,,,,,M0,F,F,,,
3017783,0,767613,100.0,W,7919,194.0,150.0,mastercard,202.0,debit,433.0,87.0,,,yahoo.com,,,,,M0,F,T,,,
3017785,0,767632,57.95,W,4739,390.0,150.0,mastercard,117.0,debit,251.0,87.0,,,,,,,,,,T,,,
3017784,0,767632,39.0,W,15122,555.0,150.0,visa,226.0,debit,170.0,87.0,21.0,,yahoo.com,,T,T,T,M0,T,F,,,
3017787,0,767646,141.0,W,7063,170.0,150.0,mastercard,102.0,credit,492.0,87.0,,,gmail.com,,,,,M0,T,F,,,
3017786,0,767646,107.0,W,9500,321.0,150.0,visa,226.0,debit,204.0,87.0,1063.0,,,,T,T,T,M1,F,F,,,
3017788,0,767649,211.4,W,8676,555.0,150.0,visa,166.0,debit,343.0,87.0,10.0,,anonymous.com,,T,T,T,,,F,,,
3017789,0,767650,499.99,W,17188,321.0,150.0,visa,226.0,debit,122.0,87.0,,,yahoo.com,,,,,M0,F,,,,
3017790,0,767654,75.0,H,16843,555.0,150.0,visa,226.0,debit,123.0,87.0,,,gmail.com,yahoo.com,,,,,,,,,
3017791,0,767669,200.0,W,4436,174.0,150.0,visa,226.0,debit,494.0,87.0,,,anonymous.com,,,,,M0,F,F,,,
3017792,0,767719,57.0,W,7508,321.0,150.0,visa,226.0,debit,220.0,87.0,2.0,,gmail.com,,T,T,T,M0,F,F,T,T,T
3017793,0,767723,445.0,W,2744,490.0,150.0,visa,195.0,debit,272.0,87.0,43.0,,outlook.com,,T,T,T,M0,T,F,,,
3017794,0,767727,50.0,H,8908,583.0,150.0,visa,226.0,credit,315.0,87.0,,,aol.com,,,,,,,,,,
3017795,0,767729,6.063,C,5365,177.0,185.0,mastercard,224.0,credit,465.0,60.0,,7.0,hotmail.com,hotmail.com,,,,M2,,,,,
3017796,1,767736,1520.3,W,15066,170.0,150.0,mastercard,102.0,credit,315.0,87.0,1.0,,gmail.com,,T,F,F,,,F,,,
3017797,0,767746,107.95,W,8695,170.0,150.0,visa,226.0,credit,384.0,87.0,26.0,,anonymous.com,,T,T,F,,,T,F,F,T
3017798,0,767750,47.95,W,12695,490.0,150.0,visa,226.0,debit,231.0,87.0,,,aol.com,,,,,,,T,,,
3017799,0,767772,119.399,C,4504,500.0,185.0,mastercard,219.0,credit,465.0,60.0,,,ymail.com,ymail.com,,,,M2,,,,,
3017800,0,767776,50.0,H,3334,583.0,150.0,visa,226.0,credit,123.0,87.0,,,gmail.com,,,,,,,,,,
3017801,1,767801,35.0,W,9499,555.0,150.0,visa,226.0,debit,325.0,87.0,,,,,,,,M1,F,T,,,
3017802,0,767804,108.5,W,12577,268.0,150.0,visa,166.0,debit,204.0,87.0,8.0,,gmail.com,,T,T,T,M0,T,F,,,
3017803,0,767838,25.0,H,9803,583.0,150.0,visa,226.0,credit,498.0,87.0,,,anonymous.com,,,,,,,,,,
3017804,0,767843,150.0,H,13809,583.0,150.0,visa,226.0,credit,181.0,87.0,,,live.com,live.com,,,,,,,,,
3017805,0,767847,50.0,H,8695,170.0,150.0,visa,226.0,credit,204.0,87.0,,,comcast.net,,,,,,,,,,
3017806,0,767849,554.0,W,16075,514.0,150.0,mastercard,102.0,credit,181.0,87.0,0.0,,aol.com,,T,T,T,M1,F,F,T,T,T
3017807,0,767849,60.0,W,16873,343.0,150.0,visa,226.0,credit,330.0,87.0,,,verizon.net,,,,,M0,F,T,,,
3017808,0,767856,88.5,W,1444,490.0,150.0,visa,166.0,debit,299.0,87.0,3.0,,yahoo.com,,T,T,T,M0,T,T,,,
3017809,0,767861,57.95,W,7721,555.0,150.0,visa,226.0,debit,512.0,87.0,,,hotmail.com,,,,,,,F,,,
3017810,0,767873,63.95,W,17188,321.0,150.0,visa,226.0,debit,299.0,87.0,,,yahoo.com,,,,,,,T,,,
3017811,0,767874,226.0,W,2744,490.0,150.0,visa,195.0,debit,272.0,87.0,,,outlook.com,,,,,M0,T,F,,,
3017812,1,767881,50.0,H,1599,555.0,150.0,visa,226.0,debit,299.0,87.0,,,gmail.com,outlook.com,,,,,,,,,
3017813,0,767884,25.0,W,6530,206.0,150.0,mastercard,166.0,debit,498.0,87.0,2.0,,yahoo.com,,T,T,F,,,T,F,F,T
3017814,0,767888,50.0,R,2616,327.0,150.0,discover,102.0,credit,264.0,87.0,,,gmail.com,gmail.com,,,,,,,,,
3017815,0,767903,12.943,C,9300,103.0,185.0,visa,138.0,debit,,,,,hotmail.com,hotmail.com,,,,M2,,,,,
3017816,0,767904,83.5,W,1825,555.0,150.0,visa,226.0,debit,444.0,87.0,,,anonymous.com,,,,,M0,F,T,,,
3017817,0,767926,39.0,W,10112,360.0,150.0,visa,166.0,debit,325.0,87.0,721.0,,aol.com,,T,T,T,M0,F,F,,,
3017818,0,767947,27.97,W,16070,111.0,150.0,visa,166.0,debit,191.0,87.0,7.0,,yahoo.com,,T,T,T,,,T,,,
3017819,0,767952,7.0,W,17131,111.0,150.0,mastercard,224.0,debit,264.0,87.0,,,sbcglobal.net,,,,,,,T,,,
3017820,0,767967,29.5,W,10351,555.0,150.0,visa,226.0,debit,126.0,87.0,,,,,,,,M0,F,T,,,
3017821,0,767985,1200.95,W,10908,333.0,150.0,visa,226.0,debit,272.0,87.0,5.0,,yahoo.com,,T,T,T,,,T,,,
3017822,0,768014,335.0,W,10616,583.0,150.0,visa,226.0,credit,325.0,87.0,2.0,,yahoo.com,,T,T,T,M0,T,T,,,
3017823,0,768025,60.0,W,13345,467.0,150.0,visa,226.0,debit,327.0,87.0,,,gmail.com,,,,,M0,T,F,,,
3017824,0,768029,39.0,W,1332,555.0,150.0,visa,226.0,debit,325.0,87.0,15.0,,aol.com,,T,T,T,M1,T,,,,
3017825,0,768052,160.0,W,12695,490.0,150.0,visa,226.0,debit,325.0,87.0,,,gmail.com,,,,,M0,T,T,,,
3017826,0,768071,29.0,W,8333,567.0,150.0,visa,166.0,debit,441.0,87.0,662.0,,yahoo.com,,T,T,T,M0,T,F,,,
3017827,0,768093,39.0,W,15484,418.0,150.0,visa,226.0,debit,264.0,87.0,,,,,,,,M0,T,F,,,
3017828,0,768120,240.0,W,17188,321.0,150.0,visa,226.0,debit,299.0,87.0,,,gmail.com,,,,,,,F,,,
3017829,0,768134,125.0,H,13374,111.0,150.0,mastercard,224.0,debit,310.0,87.0,,,yahoo.com,,,,,,,,,,
3017830,0,768142,31.948,C,5812,408.0,185.0,mastercard,224.0,debit,,,,,gmail.com,gmail.com,,,,M2,,,,,
3017831,1,768171,150.0,H,4141,404.0,150.0,mastercard,102.0,credit,264.0,87.0,,,gmail.com,,,,,,,,,,
3017832,0,768172,125.0,H,13374,111.0,150.0,mastercard,224.0,debit,310.0,87.0,,,yahoo.com,,,,,,,,,,
3017833,0,768172,15.95,W,2542,321.0,150.0,visa,226.0,debit,205.0,87.0,,,gmail.com,,,,,,,F,,,
3017834,0,768173,32.97,W,18132,567.0,150.0,mastercard,117.0,debit,191.0,87.0,1.0,,yahoo.com,,T,T,T,,,F,,,
3017836,0,768189,440.0,W,17188,321.0,150.0,visa,226.0,debit,299.0,87.0,0.0,,gmail.com,,T,T,T,M0,F,T,F,F,T
3017835,0,768189,309.95,W,3507,,150.0,visa,226.0,credit,226.0,87.0,,,sbcglobal.net,,,,,,,T,,,
3017837,0,768195,200.0,H,9455,567.0,150.0,visa,226.0,credit,204.0,87.0,,,anonymous.com,,,,,,,,,,
3017838,0,768199,150.0,R,3821,111.0,150.0,mastercard,219.0,credit,181.0,87.0,,,comcast.net,comcast.net,,,,,,,,,
3017839,0,768212,31.948,C,5812,408.0,185.0,mastercard,224.0,debit,,,,,gmail.com,gmail.com,,,,M2,,,,,
3017840,0,768244,125.0,W,17185,327.0,150.0,discover,166.0,debit,264.0,87.0,,,yahoo.com,,,,,M0,T,T,,,
3017841,0,768245,107.95,W,17188,321.0,150.0,visa,226.0,debit,299.0,87.0,,,aol.com,,,,,,,T,,,
3017842,0,768266,125.0,H,13374,111.0,150.0,mastercard,224.0,debit,205.0,87.0,,,yahoo.com,,,,,,,,,,
3017843,0,768274,47.95,W,17188,321.0,150.0,visa,226.0,debit,315.0,87.0,7.0,,yahoo.com,,T,T,T,,,F,F,F,T
3017844,0,768278,25.0,H,7585,553.0,150.0,visa,226.0,credit,204.0,87.0,,,gmail.com,,,,,,,,,,
3017845,0,768280,226.0,W,5245,555.0,150.0,visa,226.0,debit,469.0,87.0,13.0,,gmail.com,,T,T,T,M0,F,F,,,
3017846,0,768294,360.0,W,8320,476.0,150.0,visa,166.0,debit,441.0,87.0,0.0,,gmail.com,,T,T,T,M0,T,T,T,F,T
3017847,0,768299,1714.95,W,7585,553.0,150.0,visa,226.0,credit,204.0,87.0,5.0,,anonymous.com,,T,T,T,,,T,,,
3017848,0,768323,554.0,W,15497,490.0,150.0,visa,226.0,debit,299.0,87.0,,,yahoo.com,,,,,M0,F,T,,,
3017849,0,768332,58.95,W,14958,528.0,150.0,visa,226.0,credit,191.0,87.0,26.0,,anonymous.com,,T,T,F,,,F,F,F,T
3017850,0,768347,250.0,R,17099,583.0,150.0,mastercard,212.0,credit,299.0,87.0,,,anonymous.com,anonymous.com,,,,,,,,,
3017851,0,768350,250.0,W,7919,194.0,150.0,mastercard,202.0,debit,325.0,87.0,,,yahoo.com,,,,,M0,T,T,,,
3017852,0,768357,108.5,W,14332,514.0,150.0,mastercard,224.0,debit,184.0,87.0,28.0,,,,T,T,T,M0,F,T,,,
3017853,0,768364,50.0,W,9808,392.0,150.0,mastercard,117.0,debit,327.0,87.0,,,yahoo.com,,,,,,,T,,,
3017854,0,768369,160.5,W,18018,452.0,150.0,mastercard,117.0,debit,264.0,87.0,6.0,,gmail.com,,T,F,F,M0,F,F,F,T,T
3017855,0,768370,370.0,W,12581,453.0,150.0,visa,226.0,debit,264.0,87.0,1431.0,,sbcglobal.net,,T,F,F,M0,F,T,F,F,F
3017856,0,768383,226.0,W,4702,111.0,150.0,mastercard,224.0,debit,476.0,87.0,9.0,,,,T,T,T,M0,F,F,F,F,T
3017857,0,768384,275.99,W,7826,481.0,150.0,mastercard,224.0,debit,325.0,87.0,9.0,,gmail.com,,T,T,T,M0,F,F,,,
3017858,0,768389,68.0,W,8406,264.0,150.0,visa,226.0,debit,264.0,87.0,12.0,,gmail.com,,T,T,T,M0,T,F,F,F,T
3017859,0,768416,50.0,W,17669,541.0,150.0,mastercard,117.0,debit,264.0,87.0,,,anonymous.com,,,,,M0,F,T,,,
3017860,0,768443,29.95,W,8378,499.0,150.0,visa,226.0,debit,205.0,87.0,,,,,T,T,T,,,F,,,
3017861,0,768459,62.381,C,3154,408.0,185.0,mastercard,224.0,debit,130.0,60.0,,7.0,live.com.mx,live.com.mx,,,,M2,,,,,
3017862,0,768463,370.0,W,16070,111.0,150.0,visa,166.0,debit,387.0,87.0,,,gmail.com,,,,,,,T,,,
3017863,0,768475,134.0,W,17185,327.0,150.0,discover,166.0,debit,264.0,87.0,6.0,,yahoo.com,,T,T,T,M0,T,T,F,F,T
3017864,0,768479,250.0,W,7919,194.0,150.0,mastercard,202.0,debit,325.0,87.0,,,yahoo.com,,,,,M0,T,T,,,
3017865,0,768486,60.0,W,8394,490.0,150.0,visa,226.0,debit,325.0,87.0,,,yahoo.com,,,,,M0,F,F,,,
3017866,0,768503,40.0,H,8578,514.0,150.0,mastercard,102.0,credit,315.0,87.0,,,aol.com,,,,,,,,,,
3017868,0,768556,67.95,W,12598,111.0,150.0,visa,166.0,debit,272.0,87.0,23.0,,yahoo.com,,T,T,T,,,F,F,F,T
3017867,0,768556,50.0,W,7680,360.0,150.0,mastercard,166.0,debit,485.0,87.0,,,,,,,,,,T,,,
3017869,0,768562,107.95,W,5291,442.0,150.0,visa,226.0,debit,204.0,87.0,3.0,,icloud.com,,T,T,F,,,T,F,F,T
3017870,0,768568,80.0,W,7861,494.0,150.0,visa,226.0,credit,441.0,87.0,,,gmail.com,,,,,M1,T,,,,
3017871,0,768571,22.196,C,15885,545.0,185.0,visa,138.0,debit,130.0,60.0,,935.0,hotmail.com,hotmail.com,,,,M0,,,,,
3017872,0,768586,87.95,W,15678,111.0,150.0,mastercard,224.0,debit,143.0,87.0,,,gmail.com,,,,,,,F,,,
3017873,0,768590,77.0,W,2445,381.0,150.0,mastercard,117.0,debit,445.0,87.0,36.0,,gmail.com,,T,T,T,M1,F,F,F,F,F
3017874,0,768635,112.99,W,2377,203.0,150.0,visa,166.0,debit,325.0,87.0,264.0,,yahoo.com,,T,T,T,M0,F,F,,,
3017875,0,768639,200.0,R,7005,111.0,150.0,visa,226.0,debit,310.0,87.0,,,gmail.com,anonymous.com,,,,,,,,,
3017876,0,768647,200.0,R,5645,481.0,150.0,mastercard,197.0,credit,264.0,87.0,,,anonymous.com,anonymous.com,,,,,,,,,
3017877,0,768648,40.0,W,10023,111.0,150.0,visa,226.0,debit,325.0,87.0,,,yahoo.com,,,,,M0,T,F,,,
